ID_Sport,ID_School,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown,City,State,Prior_School,Player_URL
ND,FBALL,2006-2007,21,Barry Gallup Jr.,Gallup Jr.,Barry,Wide Receiver,11-May,175,FR,"Wellesley, MA",Wellesley,MA,Belmont Hill,http://www.und.com/sports/m-footbl/mtt/gallupjr_barry00.html
ND,FBALL,2006-2007,45,Carl Gioia,Gioia,Carl,Kicker,11-May,170,SR,"Valparaiso, IN",Valparaiso,IN,Valparaiso,http://www.und.com/sports/m-footbl/mtt/gioia_carl00.html
ND,FBALL,2006-2007,24,Leonard Gordon,Gordon,Leonard,Defensive Back,11-May,195,FR,"Clarksville, TN",Clarksville,TN,Fort Campbell (KY),http://www.und.com/sports/m-footbl/mtt/gordon_leonard00.html
ND,FBALL,2006-2007,17,Dan Gorski,Gorski,Dan,Quarterback,3-Jun,196,SO,"Omaha, NE",Omaha,NE,Creighton Prep,http://www.und.com/sports/m-footbl/mtt/gorski_dan00.html
ND,FBALL,2006-2007,11,David Grimes,Grimes,David,Wide Receiver,Jun-00,168,SO,"Detroit, MI",Detroit,MI,DePorres,http://www.und.com/sports/m-footbl/mtt/grimes_david00.html
ND,FBALL,2006-2007,92,Derrell Hand,Hand,Derrell,Defensive Line,3-Jun,285,SO,"Philadelphia, PA",Philadelphia,PA,West Catholic,http://www.und.com/sports/m-footbl/mtt/hand_derrell00.html
ND,FBALL,2006-2007,68,Ryan Harris,Harris,Ryan,Offensive Line,5-Jun,292,SR,"St. Paul, MN",St. Paul,MN,Cretin Derham Hall,http://www.und.com/sports/m-footbl/mtt/harris_ryan00.html
ND,FBALL,2006-2007,6,Ray Herring,Herring,Ray,Defensive Back,10-May,189,SO,"Melbourne, FL",Melbourne,FL,Holy Trinity,http://www.und.com/sports/m-footbl/mtt/herring_ray00.html
ND,FBALL,2006-2007,1,D.J. Hord,Hord,D.J.,Wide Receiver,1-Jun,192,SO,"Lee's Summit, MO",Lee's Summit,MO,Rockhurst,http://www.und.com/sports/m-footbl/mtt/hord_dj00.html
ND,FBALL,2006-2007,26,Wade Iams,Iams,Wade,Defensive Back,9-May,183,JR,"Mishawaka, IN",Mishawaka,IN,Penn,http://www.und.com/sports/m-footbl/mtt/iams_wade00.html
ND,FBALL,2006-2007,37,Junior Jabbie,Jabbie,Junior,Running Back,11-May,190,JR,"Parlin, NJ",Parlin,NJ,The Hun School,http://www.und.com/sports/m-footbl/mtt/jabbie_junior00.html
ND,FBALL,2006-2007,80,Richard Jackson,Jackson,Richard,Wide Receiver,3-Jun,200,FR,"Clermont, FL",Clermont,FL,East Ridge,http://www.und.com/sports/m-footbl/mtt/jackson_richard00.html
ND,FBALL,2006-2007,61,J.J. Jansen,Jansen,J.J.,Snapper,3-Jun,242,JR,"Phoenix, AZ",Phoenix,AZ,Brophy Prep,http://www.und.com/sports/m-footbl/mtt/jansen_jj00.html
ND,FBALL,2006-2007,4,Demetrius Jones,Jones,Demetrius,Quarterback,4-Jun,202,FR,"Chicago, IL",Chicago,IL,Morgan Park,http://www.und.com/sports/m-footbl/mtt/jones_demetrius00.html
ND,FBALL,2006-2007,69,Neil Kennedy,Kennedy,Neil,Defensive Line,11-May,256,JR,"Phoenix, AZ",Phoenix,AZ,Brophy Prep,http://www.und.com/sports/m-footbl/mtt/kennedy_neil00.html
ND,FBALL,2006-2007,35,Tim Kenney,Kenney,Tim,Defensive Back,Jun-00,180,SR,"Belvidere, IL",Belvidere,IL,Belvidere,http://www.und.com/sports/m-footbl/mtt/kenney_tim00.html
ND,FBALL,2006-2007,96,Pat Kuntz,Kuntz,Pat,Defensive Line,2-Jun,270,SO,"Indianapolis, IN",Indianapolis,IN,Roncalli,http://www.und.com/sports/m-footbl/mtt/kuntz_pat00.html
ND,FBALL,2006-2007,20,Terrail Lambert,Lambert,Terrail,Defensive Back,11-May,188,JR,"Oxnard, CA",Oxnard,CA,St. Bonaventure,http://www.und.com/sports/m-footbl/mtt/lambert_terrail00.html
ND,FBALL,2006-2007,66,Derek Landri,Landri,Derek,Defensive Line,3-Jun,277,SR,"Concord, CA",Concord,CA,De La Salle,http://www.und.com/sports/m-footbl/mtt/landri_derek00.html
ND,FBALL,2006-2007,98,Trevor Laws,Laws,Trevor,Defensive Line,1-Jun,283,SR,"Burnsville, MN",Burnsville,MN,Apple Valley,http://www.und.com/sports/m-footbl/mtt/laws_trevor00.html
ND,FBALL,2006-2007,91,Travis Leitko,Leitko,Travis,Defensive Line,7-Jun,270,SR,"The Woodlands, TX",The Woodlands,TX,The Woodlands,http://www.und.com/sports/m-footbl/mtt/leitko_travis00.html
ND,FBALL,2006-2007,27,John Lyons,Lyons,John,Running Back,1-Jun,200,SR,"Sioux Falls, SD",Sioux Falls,SD,O'Gorman,http://www.und.com/sports/m-footbl/mtt/lyons_john01.html
ND,FBALL,2006-2007,79,Brian Mattes,Mattes,Brian,Offensive Line,6-Jun,287,SR,"Larksville, PA",Larksville,PA,Wyoming Valley West,http://www.und.com/sports/m-footbl/mtt/mattes_brian00.html
ND,FBALL,2006-2007,43,Eric Maust,Maust,Eric,Punter,1-Jun,180,FR,"Roswell, GA",Roswell,GA,Blessed Trinity,http://www.und.com/sports/m-footbl/mtt/maust_eric00.html
ND,FBALL,2006-2007,28,Kyle McCarthy,McCarthy,Kyle,Defensive Back,Jun-00,189,SO,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,http://www.und.com/sports/m-footbl/mtt/mccarthy_kyle00.html
ND,FBALL,2006-2007,35,Ashley McConnell,McConnell,Ashley,Running Back,Jun-00,256,SR,"Adairsville, GA",Adairsville,GA,Adairsville,http://www.und.com/sports/m-footbl/mtt/mcconnell_ashley00.html
ND,FBALL,2006-2007,5,Rhema McKnight,McKnight,Rhema,Wide Receiver,2-Jun,212,SR,"Inglewood, CA",Inglewood,CA,La Palma Kennedy,http://www.und.com/sports/m-footbl/mtt/mcknight_rhema00.html
ND,FBALL,2006-2007,8,Raeshon McNeil,McNeil,Raeshon,Defensive Back,Jun-00,175,FR,"Cooleemee, NC",Cooleemee,NC,Davie County,http://www.und.com/sports/m-footbl/mtt/mcneil_raeshon00.html
ND,FBALL,2006-2007,76,Bob Morton,Morton,Bob,Offensive Line,4-Jun,298,SR,"McKinney, TX",McKinney,TX,McKinney,http://www.und.com/sports/m-footbl/mtt/morton_bob00.html
ND,FBALL,2006-2007,93,Paddy Mullen,Mullen,Paddy,Defensive Line,5-Jun,265,FR,"St. Louis, MO",St. Louis,MO,DeSmet Jesuit,http://www.und.com/sports/m-footbl/mtt/mullen_paddy00.html
ND,FBALL,2006-2007,18,Chinedum Ndukwe,Ndukwe,Chinedum,Defensive Back,2-Jun,219,SR,"Powell, OH",Powell,OH,Dublin Coffman,http://www.und.com/sports/m-footbl/mtt/ndukwe_chinedum00.html
ND,FBALL,2006-2007,55,Eric Olsen,Olsen,Eric,Offensive Line,4-Jun,290,FR,"Staten Island, NY",Staten Island,NY,Brooklyn Poly Prep,http://www.und.com/sports/m-footbl/mtt/olsen_eric00.html
ND,FBALL,2006-2007,82,Robby Parris,Parris,Robby,Wide Receiver,4-Jun,185,FR,"Olmstead Falls, OH",Olmstead Falls,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/parris_robby00.html
ND,FBALL,2006-2007,45,Kris Patterson,Patterson,Kris,Wide Receiver,11-May,174,SO,"Seattle, WA",Seattle,WA,O'Dea,http://www.und.com/sports/m-footbl/mtt/patterson_kris00.html
ND,FBALL,2006-2007,46,Michael Planalp,Planalp,Michael,Tight End,4-Jun,230,SO,"Cincinnati, OH",Cincinnati,OH,Wyoming,http://www.und.com/sports/m-footbl/mtt/planalp_michael00.html
ND,FBALL,2006-2007,38,Nick Possley,Possley,Nick,Wide Receiver,1-Jun,191,JR,"Wheaton, IL",Wheaton,IL,Warrenville South,http://www.und.com/sports/m-footbl/mtt/possley_nick01.html
ND,FBALL,2006-2007,17,Geoffrey Price,Price,Geoffrey,Punter,3-Jun,197,SR,"Hurst, TX",Hurst,TX,Colleyville Heritage,http://www.und.com/sports/m-footbl/mtt/price_geoffrey00.html
ND,FBALL,2006-2007,25,Munir Prince,Prince,Munir,Running Back,10-May,175,FR,"Florissant, MO",Florissant,MO,St. Louis DeSmet Jesuit,http://www.und.com/sports/m-footbl/mtt/prince_munir00.html
ND,FBALL,2006-2007,10,Brady Quinn,Quinn,Brady,Quarterback,4-Jun,227,SR,"Dublin, OH",Dublin,OH,Coffman,http://www.und.com/sports/m-footbl/mtt/quinn_brady00.html
ND,FBALL,2006-2007,48,Steve Quinn,Quinn,Steve,Linebacker,2-Jun,215,SO,"Cherry Hill, NJ",Cherry Hill,NJ,St. Joseph's (Philadelphia),http://www.und.com/sports/m-footbl/mtt/quinn_steve00.html
ND,FBALL,2006-2007,96,Bobby Renkes,Renkes,Bobby,Kicker,Jun-00,200,SR,"Dallas, TX",Dallas,TX,Lake Highlands,http://www.und.com/sports/m-footbl/mtt/renkes_bobby00.html
ND,FBALL,2006-2007,88,Konrad Reuland,Reuland,Konrad,Tight End,6-Jun,239,FR,"San Capistrano, CA",San Capistrano,CA,Mission Viejo,http://www.und.com/sports/m-footbl/mtt/reuland_konrad00.html
ND,FBALL,2006-2007,30,Mike Richardson,Richardson,Mike,Defensive Back,11-May,188,SR,"Warner Robins, GA",Warner Robins,GA,Warner Robins,http://www.und.com/sports/m-footbl/mtt/richardson_mike00.html
ND,FBALL,2006-2007,53,Morrice Richardson,Richardson,Morrice,Linebacker,2-Jun,228,FR,"College Park, GA",College Park,GA,Westlake,http://www.und.com/sports/m-footbl/mtt/richardson_morrice00.html
ND,FBALL,2006-2007,29,Jake Richardville,Richardville,Jake,Wide Receiver,Jun-00,180,SO,"Fort Wayne, IN",Fort Wayne,IN,Bishop Dwenger,http://www.und.com/sports/m-footbl/mtt/richardville_jake00.html
ND,FBALL,2006-2007,90,John Ryan,Ryan,John,Defensive Line,5-Jun,240,FR,"Westlake, OH",Westlake,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/ryan_john00.html
ND,FBALL,2006-2007,83,Jeff Samardzija,Samardzija,Jeff,Wide Receiver,5-Jun,218,SR,"Valparaiso, IN",Valparaiso,IN,Valparaiso,http://www.und.com/sports/m-footbl/mtt/samardzija_jeff00.html
ND,FBALL,2006-2007,50,Dan Santucci,Santucci,Dan,Offensive Line,4-Jun,296,SR,"Chicago, IL",Chicago,IL,St. Patrick's,http://www.und.com/sports/m-footbl/mtt/santucci_dan00.html
ND,FBALL,2006-2007,32,Luke Schmidt,Schmidt,Luke,Running Back,3-Jun,230,FR,"Jasper, IN",Jasper,IN,Jasper,http://www.und.com/sports/m-footbl/mtt/schmidt_luke00.html
ND,FBALL,2006-2007,44,Asaph Schwapp,Schwapp,Asaph,Running Back,,250,SO,"Hartford, CT",Hartford,CT,Weaver,http://www.und.com/sports/m-footbl/mtt/schwapp_asaph00.html
ND,FBALL,2006-2007,13,Evan Sharpley,Sharpley,Evan,Quarterback,2-Jun,207,SO,"Marshall, MI",Marshall,MI,Marshall,http://www.und.com/sports/m-footbl/mtt/sharpley_evan00.html
ND,FBALL,2006-2007,41,Scott Smith,Smith,Scott,Linebacker,3-Jun,242,SO,"Highland Park, IL",Highland Park,IL,Highland Park,http://www.und.com/sports/m-footbl/mtt/smith_scott00.html
ND,FBALL,2006-2007,49,Toryan Smith,Smith,Toryan,Linebacker,Jun-00,230,FR,"Rome, GA",Rome,GA,Rome,http://www.und.com/sports/m-footbl/mtt/smith_toryan00.html
ND,FBALL,2006-2007,57,"Dwight Stephenson, JR.","Stephenson, JR.",Dwight,Defensive Line,2-Jun,248,SR,"Delray Beach, FL",Delray Beach,FL,Pope John Paul II,http://www.und.com/sports/m-footbl/mtt/stephensonjr_dwight00.html
ND,FBALL,2006-2007,59,Chris Stewart,Stewart,Chris,Offensive Line,5-Jun,367,FR,"Spring, TX",Spring,TX,Klein,http://www.und.com/sports/m-footbl/mtt/stewart_chris00.html
ND,FBALL,2006-2007,78,John Sullivan,Sullivan,John,Offensive Line,4-Jun,290,SR,"Old Greenwich, CT",Old Greenwich,CT,Greenwich,http://www.und.com/sports/m-footbl/mtt/sullivan_john00.html
ND,FBALL,2006-2007,86,Mike Talerico,Talerico,Mike,Tight End,5-Jun,245,JR,"St. Louis, MO",St. Louis,MO,University,http://www.und.com/sports/m-footbl/mtt/talerico_mike00.html
ND,FBALL,2006-2007,47,Mitchell Thomas,Thomas,Mitchell,Linebacker,3-Jun,232,SR,"Opelika, AL",Opelika,AL,Smiths Station,http://www.und.com/sports/m-footbl/mtt/thomas_mitchell00.html
ND,FBALL,2006-2007,26,Travis Thomas,Thomas,Travis,Linebacker/Running Back,Jun-00,215,SR,"Washington, PA",Washington,PA,Washington,http://www.und.com/sports/m-footbl/mtt/thomas_travis00.html
ND,FBALL,2006-2007,63,Jeff Tisak,Tisak,Jeff,Offensive Line,3-Jun,289,SO,"Ambridge, PA",Ambridge,PA,Duluth East,http://www.und.com/sports/m-footbl/mtt/tisak_jeff00.html
ND,FBALL,2006-2007,77,Michael Turkovich,Turkovich,Michael,Offensive Line,6-Jun,292,SO,"Bedford, PA",Bedford,PA,Valley Forge Military Academy,http://www.und.com/sports/m-footbl/mtt/turkovich_michael00.html
ND,FBALL,2006-2007,54,Anthony Vernaglia,Vernaglia,Anthony,Linebacker,3-Jun,230,JR,"Anaheim Hills, CA",Anaheim Hills,CA,Orange Luthern,http://www.und.com/sports/m-footbl/mtt/vernaglia_anthony00.html
ND,FBALL,2006-2007,97,Kallen Wade,Wade,Kallen,Derfensive Line,5-Jun,220,FR,"Cincinnati, OH",Cincinnati,OH,Withrow,http://www.und.com/sports/m-footbl/mtt/wade_kallen00.html
ND,FBALL,2006-2007,3,Darius Walker,Walker,Darius,Running Back,10-May,208,JR,"Lawrenceville, GA",Lawrenceville,GA,Buford,http://www.und.com/sports/m-footbl/mtt/walker_darius00.html
ND,FBALL,2006-2007,2,Darrin Walls,Walls,Darrin,Defensive Back,1-Jun,175,FR,"Pittsburgh, PA",Pittsburgh,PA,Woodland Hills,http://www.und.com/sports/m-footbl/mtt/walls_darrin00.html
ND,FBALL,2006-2007,42,Kevin Washington,Washington,Kevin,Linebacker,1-Jun,239,SO,"Sugar Land, TX",Sugar Land,TX,Austin,http://www.und.com/sports/m-footbl/mtt/washington_kevin00.html
ND,FBALL,2006-2007,71,Bartley Webb,Webb,Bartley,Offensive Line,7-Jun,290,FR,"Springdale, AR",Springdale,AR,Springdale,http://www.und.com/sports/m-footbl/mtt/webb_bartley00.html
ND,FBALL,2006-2007,51,Dan Wenger,Wenger,Dan,Offensive Line,4-Jun,285,FR,"Coral Springs, FL",Coral Springs,FL,St. Thomas Aquinas,http://www.und.com/sports/m-footbl/mtt/wenger_dan00.html
ND,FBALL,2006-2007,19,George West,West,George,Wide Receiver,8-May,179,FR,"Spencer, OK",Spencer,OK,Northeast Academy,http://www.und.com/sports/m-footbl/mtt/west_george00.html
ND,FBALL,2006-2007,33,Nate Whitaker,Whitaker,Nate,Kicker,9-May,165,FR,"San Diego, CA",San Diego,CA,St. Augustine,http://www.und.com/sports/m-footbl/mtt/whitaker_nate00.html
ND,FBALL,2006-2007,23,William David Williams,Williams,William David,Defensive Back,10-May,170,JR,"Raleigh, NC",Raleigh,NC,Millbrook,http://www.und.com/sports/m-footbl/mtt/williams_williamdavid00.html
ND,FBALL,2006-2007,22,Ambrose Wooden,Wooden,Ambrose,Defensive Back,11-May,197,SR,"Baltimore, MD",Baltimore,MD,The Gilman School,http://www.und.com/sports/m-footbl/mtt/wooden_ambrose00.html
ND,FBALL,2006-2007,84,Will Yeatman,Yeatman,Will,Tight End,6-Jun,250,FR,"San Diego, CA",San Diego,CA,Rancho Bernardo,http://www.und.com/sports/m-footbl/mtt/yeatman_will00.html
ND,FBALL,2006-2007,74,Sam Young,Young,Sam,Offensive Line,7-Jun,292,FR,"Coral Springs, FL",Coral Springs,FL,St. Thomas Aquinas,http://www.und.com/sports/m-footbl/mtt/young_sam00.html
ND,FBALL,2006-2007,9,Tom Zbikowski,Zbikowski,Tom,Defensive Back,Jun-00,210,SR,"Arlington Heights, IL",Arlington Heights,IL,Buffalo Grove,http://www.und.com/sports/m-footbl/mtt/zbikowski_tom00.html
ND,FBALL,2007-2008,34,James Aldridge,Aldridge,James,Halfback,Jun-00,222,SO,"Crown Point, IN",Crown Point,IN,Merrillville,http://www.und.com/sports/m-footbl/mtt/aldridge_james00.html
ND,FBALL,2007-2008,5,Armando Allen Jr.,Allen Jr.,Armando,Halfback,10-May,190,FR,"Opa Locka, FL",Opa Locka,FL,Hialeah-Miami Lakes,http://www.und.com/sports/m-footbl/mtt/allenjr_armando00.html
ND,FBALL,2007-2008,45,Mike Anello,Anello,Mike,Defensive Cornerback,10-May,170,JR,"Orland Park, IL",Orland Park,IL,Carl Sandburg,http://www.und.com/sports/m-footbl/mtt/anello_mike00.html
ND,FBALL,2007-2008,67,Thomas Bemenderfer,Bemenderfer,Thomas,Offensive Center,5-Jun,285,JR,"Mishawaka, IN",Mishawaka,IN,Penn,http://www.und.com/sports/m-footbl/mtt/bemenderfer_thomas00.html
ND,FBALL,2007-2008,12,Darrin Bragg,Bragg,Darrin,Quarterback,1-Jun,188,SR,"San Jose, CA",San Jose,CA,Bellarmine Prep,http://www.und.com/sports/m-footbl/mtt/bragg_darrin00.html
ND,FBALL,2007-2008,52,Joe Brockington,Brockington,Joe,Inside Linebacker,2-Jun,240,SR,"Palmyra, PA",Palmyra,PA,Palmyra,http://www.und.com/sports/m-footbl/mtt/brockington_joe00.html
ND,FBALL,2007-2008,39,Kevin Brooks,Brooks,Kevin,Tight End,2-Jun,241,JR,"Thousand Oaks, CA",Thousand Oaks,CA,Crespi Carmelite,http://www.und.com/sports/m-footbl/mtt/brooks_kevin00.html
ND,FBALL,2007-2008,94,Justin Brown,Brown,Justin,Defensive Line,3-Jun,261,SR,"Clinton, MD",Clinton,MD,Bishop McNamara,http://www.und.com/sports/m-footbl/mtt/brown_justin00.html
ND,FBALL,2007-2008,31,Sergio Brown,Brown,Sergio,Defensive Safety,2-Jun,196,SO,"Maywood, IL",Maywood,IL,Proviso East,http://www.und.com/sports/m-footbl/mtt/brown_sergio00.html
ND,FBALL,2007-2008,27,David Bruton,Bruton,David,Defensive Safety,2-Jun,207,JR,"Miamisburg, OH",Miamisburg,OH,Miamisburg,http://www.und.com/sports/m-footbl/mtt/bruton_david00.html
ND,FBALL,2007-2008,39,Ryan Burkhart,Burkhart,Ryan,Kicker,11-May,196,SO,"Wakarusa, IN",Wakarusa,IN,Northwood,http://www.und.com/sports/m-footbl/mtt/burkhart_ryan00.html
ND,FBALL,2007-2008,89,John Carlson,Carlson,John,Tight End,6-Jun,255,SR,"Litchfield, MN",Litchfield,MN,Litchfield,http://www.und.com/sports/m-footbl/mtt/carlson_john00.html
ND,FBALL,2007-2008,73,Matt Carufel,Carufel,Matt,Offensive Guard,5-Jun,295,SO,"Forest Lake, MN",Forest Lake,MN,Cretin-Derham Hall,http://www.und.com/sports/m-footbl/mtt/carufel_matt00.html
ND,FBALL,2007-2008,7,Jimmy Clausen,Clausen,Jimmy,Quarterback,3-Jun,207,FR,"Westlake Village, CA",Westlake Village,CA,Oaks Christian,http://www.und.com/sports/m-footbl/mtt/clausen_jimmy00.html
ND,FBALL,2007-2008,40,Maurice Crum Jr.,Crum Jr.,Maurice,Inside Linebacker,Jun-00,230,SR,"Riverview, FL",Riverview,FL,Tampa Bay Tech,http://www.und.com/sports/m-footbl/mtt/crumjr_maurice00.html
ND,FBALL,2007-2008,36,Dex Cure,Cure,Dex,Fullback,Jun-00,220,SO,"Wray, CO",Wray,CO,Wray,http://www.und.com/sports/m-footbl/mtt/cure_dex00.html
ND,FBALL,2007-2008,75,Taylor Dever,Dever,Taylor,Offensive Tackle,5-Jun,289,FR,"Grass Valley, CA",Grass Valley,CA,Nevada Union,http://www.und.com/sports/m-footbl/mtt/dever_taylor01.html
ND,FBALL,2007-2008,72,Paul Duncan,Duncan,Paul,Offensive Tackle,7-Jun,308,JR,"Dallas, GA",Dallas,GA,East Paulding,http://www.und.com/sports/m-footbl/mtt/duncan_paul00.html
ND,FBALL,2007-2008,24,Brandon Erickson,Erickson,Brandon,Wide Receiver,Jun-00,185,SR,"Marlboro, NJ",Marlboro,NJ,Marlboro,http://www.und.com/sports/m-footbl/mtt/erickson_brandon00.html
ND,FBALL,2007-2008,15,Leo Ferrine,Ferrine,Leo,Defensive Cornerback,Jun-00,189,SR,"Springfield, NJ",Springfield,NJ,St. Peter's Prep,http://www.und.com/sports/m-footbl/mtt/ferrine_leo00.html
ND,FBALL,2007-2008,29,Jashaad Gaines,Gaines,Jashaad,Defensive Safety,Jun-00,203,SO,"Las Vegas, NV",Las Vegas,NV,Las Vegas,http://www.und.com/sports/m-footbl/mtt/gaines_jashaad00.html
ND,FBALL,2007-2008,21,Barry Gallup Jr.,Gallup Jr.,Barry,Wide Receiver,11-May,185,SO,"Wellesley, MA",Wellesley,MA,Belmont Hill,http://www.und.com/sports/m-footbl/mtt/gallupjr_barry00.html
ND,FBALL,2007-2008,16,Justin Gillett,Gillett,Justin,Quarterback,11-May,180,SR,"Santa Barbara, CA",Santa Barbara,CA,San Marcos,http://www.und.com/sports/m-footbl/mtt/gillett_justin00.html
ND,FBALL,2007-2008,24,Leonard Gordon,Gordon,Leonard,Defensive Safety/Cornerback,11-May,194,SO,"Clarksville, TN",Clarksville,TN,Fort Campbell (KY),http://www.und.com/sports/m-footbl/mtt/gordon_leonard00.html
ND,FBALL,2007-2008,4,Gary Gray,Gray,Gary,Defensive Cornerback,11-May,180,FR,"Columbia, SC",Columbia,SC,Richland Northeast,http://www.und.com/sports/m-footbl/mtt/gray_gary00.html
ND,FBALL,2007-2008,11,David Grimes,Grimes,David,Wide Receiver,10-May,177,JR,"Detroit, MI",Detroit,MI,DePorres,http://www.und.com/sports/m-footbl/mtt/grimes_david00.html
ND,FBALL,2007-2008,92,Derrell Hand,Hand,Derrell,Defensive End,3-Jun,287,JR,"Philadelphia, PA",Philadelphia,PA,West Catholic,http://www.und.com/sports/m-footbl/mtt/hand_derrell00.html
ND,FBALL,2007-2008,6,Ray Herring,Herring,Ray,Defensive Safety,10-May,197,JR,"Melbourne, FL",Melbourne,FL,Holy Trinity,http://www.und.com/sports/m-footbl/mtt/herring_ray00.html
ND,FBALL,2007-2008,1,D.J. Hord,Hord,D.J.,Wide Receiver,1-Jun,196,JR,"Lee's Summit, MO",Lee's Summit,MO,Kansas City Rockhurst,http://www.und.com/sports/m-footbl/mtt/hord_dj00.html
ND,FBALL,2007-2008,33,Robert Hughes,Hughes,Robert,Halfback,11-May,238,FR,"Chicago, IL",Chicago,IL,Hubbard,http://www.und.com/sports/m-footbl/mtt/hughes_robert01.html
ND,FBALL,2007-2008,38,Wade Iams,Iams,Wade,Defensive Cornerback,9-May,183,SR,"Mishawaka, IN",Mishawaka,IN,Penn,http://www.und.com/sports/m-footbl/mtt/iams_wade00.html
ND,FBALL,2007-2008,37,Junior Jabbie,Jabbie,Junior,Halfback,11-May,205,SR,"Parlin, NJ",Parlin,NJ,The Hun School of Princeton,http://www.und.com/sports/m-footbl/mtt/jabbie_junior00.html
ND,FBALL,2007-2008,80,Richard Jackson,Jackson,Richard,Wide Receiver,3-Jun,204,SO,"Clermont, FL",Clermont,FL,East Ridge,http://www.und.com/sports/m-footbl/mtt/jackson_richard00.html
ND,FBALL,2007-2008,61,J.J. Jansen,Jansen,J.J.,Long Snapper,3-Jun,242,SR,"Phoenix, AZ",Phoenix,AZ,Brophy Prep,http://www.und.com/sports/m-footbl/mtt/jansen_jj00.html
ND,FBALL,2007-2008,18,Duval Kamara,Kamara,Duval,Wide Receiver,5-Jun,222,FR,"Hoboken, NJ",Hoboken,NJ,Hoboken,http://www.und.com/sports/m-footbl/mtt/kamara_duval01.html
ND,FBALL,2007-2008,69,Neil Kennedy,Kennedy,Neil,Nose Tackle,11-May,266,SR,"Phoenix, AZ",Phoenix,AZ,Brophy Prep,http://www.und.com/sports/m-footbl/mtt/kennedy_neil00.html
ND,FBALL,2007-2008,96,Pat Kuntz,Kuntz,Pat,Nose Tackle,3-Jun,285,JR,"Indianapolis, IN",Indianapolis,IN,Roncalli,http://www.und.com/sports/m-footbl/mtt/kuntz_pat00.html
ND,FBALL,2007-2008,20,Terrail Lambert,Lambert,Terrail,Defensive Cornerback,11-May,191,SR,"Oxnard, CA",Oxnard,CA,St. Bonaventure,http://www.und.com/sports/m-footbl/mtt/lambert_terrail00.html
ND,FBALL,2007-2008,98,Trevor Laws,Laws,Trevor,Defensive End,1-Jun,296,SR,"Burnsville, MN",Burnsville,MN,Apple Valley,http://www.und.com/sports/m-footbl/mtt/laws_trevor00.html
ND,FBALL,2007-2008,43,John Leonis,Leonis,John,Defensive Back,9-May,169,JR,"Medford, OR",Medford,OR,Saint Mary's,http://www.und.com/sports/m-footbl/mtt/leonis_john00.html
ND,FBALL,2007-2008,43,Eric Maust,Maust,Eric,Punter,2-Jun,177,SO,"Roswell, GA",Roswell,GA,Blessed Trinity,http://www.und.com/sports/m-footbl/mtt/maust_eric00.html
ND,FBALL,2007-2008,28,Kyle McCarthy,McCarthy,Kyle,Defensive Safety,1-Jun,207,JR,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,http://www.und.com/sports/m-footbl/mtt/mccarthy_kyle00.html
ND,FBALL,2007-2008,8,Raeshon McNeil,McNeil,Raeshon,Defensive Cornerback,Jun-00,187,SO,"Cooleemee, NC",Cooleemee,NC,Davie County,http://www.und.com/sports/m-footbl/mtt/mcneil_raeshon00.html
ND,FBALL,2007-2008,93,Paddy Mullen,Mullen,Paddy,Defensive End,3-Jun,290,SO,"St. Louis, MO",St. Louis,MO,DeSmet Jesuit,http://www.und.com/sports/m-footbl/mtt/mullen_paddy00.html
ND,FBALL,2007-2008,47,Aaron Nagel,Nagel,Aaron,Inside Linebacker,1-Jun,229,FR,"Lemont, IL",Lemont,IL,Lemont,http://www.und.com/sports/m-footbl/mtt/nagel_aaron01.html
ND,FBALL,2007-2008,47,Mike Narvaez,Narvaez,Mike,Fullback,11-May,231,SO,"Ridgewood, NJ",Ridgewood,NJ,Ridgewood,http://www.und.com/sports/m-footbl/mtt/narvaez_mike00.html
ND,FBALL,2007-2008,56,Kerry Neal,Neal,Kerry,Outside Linebacker,2-Jun,245,FR,"Bunn, NC",Bunn,NC,Bunn,http://www.und.com/sports/m-footbl/mtt/neal_kerry00.html
ND,FBALL,2007-2008,76,Andrew Nuss,Nuss,Andrew,Defensive End,5-Jun,292,FR,"Ashburn, VA",Ashburn,VA,Stone Bridge,http://www.und.com/sports/m-footbl/mtt/nuss_andrew00.html
ND,FBALL,2007-2008,91,Emeka Nwankwo,Nwankwo,Emeka,Defensive End,4-Jun,283,FR,"Miramar, FL",Miramar,FL,Chaminade-Madonna Prep,http://www.und.com/sports/m-footbl/mtt/nwankwo_emeka00.html
ND,FBALL,2007-2008,55,Eric Olsen,Olsen,Eric,Offensive Guard,5-Jun,303,SO,"Staten Island, NY",Staten Island,NY,Brooklyn Poly Prep,http://www.und.com/sports/m-footbl/mtt/olsen_eric00.html
ND,FBALL,2007-2008,82,Robby Parris,Parris,Robby,Wide Receiver,4-Jun,209,SO,"Olmsted Falls, OH",Olmsted Falls,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/parris_robby00.html
ND,FBALL,2007-2008,50,Steve Paskorz,Paskorz,Steve,Inside Linebacker,2-Jun,235,FR,"Allison Park, PA",Allison Park,PA,Hampton,http://www.und.com/sports/m-footbl/mtt/paskorz_steve00.html
